,AAPL,MSFT,GOOGL,AMZN,TSLA,NVDA,META,NFLX,JPM,BAC,GS,MS,C,V,MA,PYPL,JNJ,PFE,MRK,UNH,ABBV,WMT,COST,PG,KO,PEP,MCD,TGT,XOM,CVX,COP,BA,CAT,GE,MMM,DIS,CMCSA,T,VZ,ORCL,ADBE,CRM,INTC,AMD
MMM,0.4831250947830629,0.40346346430538466,0.3004779676486404,0.5077245957822913,0.3655826289317724,0.3589004921666193,0.4711890028409387,0.3293669563856253,0.6322502251454358,0.6397127116070752,0.6640932515822674,0.6365237556272798,0.6142160607417126,0.5987635244641013,0.6162360780472914,0.48235969569725984,0.1411663704636407,0.3609959135632521,0.28267522255909067,0.13071358775818137,0.3398916781849263,0.3791363474338016,0.3507852458946915,0.26254154409177166,0.16374094135371994,0.2227913462136568,0.28291402870333016,0.33278663436164296,0.4226410295193366,0.4661172575326937,0.5000044526273798,0.424825746959891,0.643712263701954,0.5520719586008436,1.0,0.5504404967148586,0.38491927214020055,0.22588728383020623,0.19905255306511763,0.2821693995402994,0.4033162002411686,0.40801126284249895,0.33520279034602585,0.3792040327127454
DIS,0.4949745769318763,0.3809049475383594,0.2561123278498882,0.4874522424596587,0.3750499419207948,0.3764361652684669,0.49524203312268184,0.34631427011699856,0.5900945008269047,0.6260376316093691,0.6204303033760176,0.6157941945376747,0.6189373639766876,0.5472873288543032,0.566428602437283,0.5227603401243118,0.14053314309438783,0.2088624309134348,0.1896986828558233,0.0161829741237229,0.19127001110932837,0.34048646377531544,0.25085784165906416,0.17995644467992647,0.04969153992594459,0.1395457234663185,0.10845743107171772,0.35131965435845375,0.39859984036030865,0.46488561210401086,0.4858856468503558,0.4368728478288569,0.5444651896562706,0.4109962620389898,0.5504404967148586,1.0,0.39846853045220393,0.1597487958126628,0.12632539133524856,0.23639772876397472,0.34512765392672395,0.4242340103363742,0.27122713308828267,0.44076921880704334
CMCSA,0.35458000541328233,0.33463084622568845,0.15962450716388554,0.2800148979983484,0.26712708456754725,0.16550360914479506,0.2729466139871341,0.19808846239315533,0.4481349429344484,0.4568185992770591,0.4311213859121729,0.43326208960045776,0.39209263158529334,0.4300139926630851,0.38864279462420864,0.3301440869515139,0.19618661422952388,0.23032510293397324,0.17681812811742262,0.08199170259409191,0.2531622494525909,0.23908025571437774,0.20045897316338906,0.25286912410868,0.17008038771237965,0.23711119182473364,0.23284616635848907,0.20156191655061545,0.34374289468556624,0.3486295012201536,0.3879358722346371,0.1750944014782563,0.4292375001144529,0.1870932551808543,0.38491927214020055,0.39846853045220393,1.0,0.307061789693143,0.3078813663240173,0.10321674091584372,0.30585568573319594,0.3468915244569229,0.28507565247923944,0.23101880277445386
T,0.13550091407080064,-0.0331772497266952,-0.13397423781743548,-0.10033918276343871,-0.0614540962592298,-0.14883646325320524,-0.03739163677292663,0.11115317742711292,0.22383006156914284,0.24977865924140136,0.14862889480826172,0.15410908741131205,0.13942705803004626,0.33668560062710673,0.34150776678514716,0.08640010117754901,0.32965454439555203,0.19808794353073297,0.12577360723356407,0.08909070618143893,0.25752147882012244,0.27295158319152585,0.2771487552569948,0.35061960911170553,0.38822543669226217,0.24844159535009533,0.3330913758480101,0.017870367457251537,0.1821679675497627,0.19099587742108845,0.10125144856815237,0.01744905651843484,0.029769161249135617,0.21345799475335062,0.22588728383020623,0.1597487958126628,0.307061789693143,1.0,0.734657694440967,-0.08145126972456881,0.03880495662331473,0.04404606882407506,0.05446778470625598,-0.13663323105542027
VZ,0.14796951578350076,-0.08860608923001771,-0.12719221616940654,-0.17712182027073275,-0.11660256834854817,-0.20180926093978685,-0.16588112550476605,-0.06342304337716755,0.08739341154207571,0.08500036501606266,0.015286371156233262,0.010634737748432637,-0.015897529758587648,0.2968550935452315,0.28000386835277347,0.046858727942666316,0.44423788501341366,0.34670602982477006,0.22398635466924166,0.09048929509586376,0.2975135453204913,0.15252892903474566,0.12271403463776948,0.46115511108625534,0.46259230766611426,0.37686215215867214,0.37330884368691086,0.05330254230968783,0.1882617655169696,0.20026089160940674,0.08630692074728305,-0.0699436748615638,0.10172222345531605,0.15336008662124612,0.19905255306511763,0.12632539133524856,0.3078813663240173,0.734657694440967,1.0,-0.10320029417208133,-0.012286750128179123,-0.07487715872880801,0.10459839561926945,-0.15055183208574974
ORCL,0.1866600514679297,0.40602153813875247,0.27317376443816377,0.31579759389659634,0.2914954197842231,0.5426571882766041,0.3216276612550617,0.3094107913760149,0.3129938270421582,0.2590107588171109,0.4031840723241744,0.38352749853103085,0.3202603962427833,0.19263857496162898,0.22028085177017936,0.18859511453599054,-0.12546589053891505,0.08295127413542912,0.04350043854248444,0.03714649737309219,0.08212576261279293,0.11131953377276452,0.09798521571771397,-0.09771863178794524,-0.0771734066015329,-0.00878962177663459,-0.0672411247146975,0.11173746243265949,0.16765355427119866,0.2141616892979349,0.26879976881914935,0.20076008717394708,0.4069312980099224,0.3726921995333464,0.2821693995402994,0.23639772876397472,0.10321674091584372,-0.08145126972456881,-0.10320029417208133,1.0,0.20550968528378627,0.2540518690351816,0.20283093500426735,0.3356151476190575
ADBE,0.4105987502348138,0.34944605097139997,0.37289029731880907,0.46048620601382634,0.27177498589189203,0.32103478888702824,0.4059451835332569,0.3317868327808372,0.3627521033905618,0.3426934055256552,0.44074942323137845,0.41096673183700727,0.39237444530641347,0.39185006339291933,0.43105454554294104,0.4533602998629026,0.022516630929379645,0.14417429087922112,0.057806215765409764,0.09091081026046804,0.09837900213723282,0.25495990597686485,0.31729990689544263,0.10731773249317457,0.05081509297772672,0.12074085840832278,0.19242186832856548,0.2875032240245692,0.22248607807085818,0.24815481852946794,0.24623049070417274,0.2195378580469694,0.4387323677667359,0.33324686486635346,0.4033162002411686,0.34512765392672395,0.30585568573319594,0.03880495662331473,-0.012286750128179123,0.20550968528378627,1.0,0.5480902419748742,0.16399099108108622,0.30538648012931174
CRM,0.4482867001988036,0.4779842119114733,0.3769876690626302,0.5412984428642963,0.42661244237685353,0.41704253856002665,0.48238124339907507,0.3950378945856889,0.4175598406611898,0.44644887976156106,0.5129705970320324,0.5198395630460149,0.44187303164251673,0.44487808414604557,0.44823384540961947,0.555217446185749,-0.06115312817356176,0.10811639023043533,0.0772267303105774,0.16222437972150572,0.0020034189452599886,0.31395095527646094,0.35307691233234256,0.071075374540086,-0.06100655153745553,0.04932608537641046,0.08772477295100947,0.2338871174460985,0.15810776807512053,0.22065563663627746,0.2433566551330509,0.35020102552734517,0.44322653117657673,0.3825793444903367,0.40801126284249895,0.4242340103363742,0.3468915244569229,0.04404606882407506,-0.07487715872880801,0.2540518690351816,0.5480902419748742,1.0,0.2562916546619628,0.3718196792785121
INTC,0.29637102345163446,0.26780938792210546,0.1992897435410154,0.3382452633061726,0.25614348142624177,0.32898239905537896,0.262816023585264,0.15596498684580098,0.33770411864671956,0.30634354627619803,0.38410920880269017,0.35229378963422503,0.3361173605376803,0.29524128831666474,0.2954828025211935,0.2688076794185701,0.07390007814541129,0.22596656082548178,0.1630628408401281,0.08545905631287413,0.21572408373389604,0.12966637524622301,0.10301711376503656,0.10494885899535683,0.09993172292393465,0.1967620912274297,0.043025133161854114,0.22787686071725655,0.2726827051411469,0.3371008598282853,0.3103701879710869,0.29145217791445865,0.3739100748880255,0.2942931614109181,0.33520279034602585,0.27122713308828267,0.28507565247923944,0.05446778470625598,0.10459839561926945,0.20283093500426735,0.16399099108108622,0.2562916546619628,1.0,0.31795137906406135
AMD,0.45976462847053473,0.4928000555421585,0.4637970553212064,0.4863132874626802,0.44080621354561167,0.5785121390097517,0.5027709594087105,0.3594586621286109,0.3794897100990823,0.3418605218443466,0.47701155206031814,0.45670818208033825,0.454293100413572,0.31580061654261943,0.30986610281232324,0.4159451255792848,-0.06357949739849462,0.06220285137007805,0.07010083860127464,0.044183639550812816,0.06030885505926102,0.21403703723225434,0.1594349929125515,-0.0554211017775496,-0.06505814433607073,-0.014530592242262781,-0.02787966692102582,0.23724633998451206,0.32642441410500506,0.33885899976032086,0.3363634667540926,0.4151296605433074,0.48496519780498665,0.4085394700393421,0.3792040327127454,0.44076921880704334,0.23101880277445386,-0.13663323105542027,-0.15055183208574974,0.3356151476190575,0.30538648012931174,0.3718196792785121,0.31795137906406135,1.0
